Name,Glossary,Rules,内含规则,所属规则
隐形,Invisible,,"伪装 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BC%AA%E8%A3%85%201b3d619a067b80d0a546fb4433641e64.csv), 识破 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%AF%86%E7%A0%B4%201b3d619a067b805498c5f049605bb134.csv)",感知与潜藏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%84%9F%E7%9F%A5%E4%B8%8E%E6%BD%9C%E8%97%8F%201b3d619a067b80abaa16dc6178d8ae0b.csv)
伪装,Disguising,,,隐形 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%9A%90%E5%BD%A2%201b3d619a067b8065b0eafcba8dee4f65.csv)
识破,Detecting,,,隐形 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%9A%90%E5%BD%A2%201b3d619a067b8065b0eafcba8dee4f65.csv)
调查,Investigating,,搜索 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%90%9C%E7%B4%A2%201b3d619a067b80348690db174dd24f18.csv),感知与潜藏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%84%9F%E7%9F%A5%E4%B8%8E%E6%BD%9C%E8%97%8F%201b3d619a067b80abaa16dc6178d8ae0b.csv)
搜索,Searching,,,调查 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%B0%83%E6%9F%A5%201b3d619a067b80bf9787e494961fe83b.csv)
主动移动,Voluntary Movement,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
被迫移动,Forced Movement,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
障碍,Obstacles,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
顺畅移动,Favorable Movement,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
困难移动,Difficult Movement,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
翻越,Crossing over,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
跃过,Leaping over,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
瞬移,Instant Shift,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
拖动,Dragging,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
推动,Pushing,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
举起,Lifting,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
击退,Knockback,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
下落,Descending,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
坠落,Falling,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
搭乘,Riding,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
驾驶,Piloting,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
旅行,Travel,,"急行 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%80%A5%E8%A1%8C%201b3d619a067b80e89102c66b093e166a.csv), 日夜兼程 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%97%A5%E5%A4%9C%E5%85%BC%E7%A8%8B%201b3d619a067b809393c8fc4cb6f27ba7.csv)",移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
急行,Forced March,,,旅行 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%97%85%E8%A1%8C%201b3d619a067b806e9a3ccefc6c3d7411.csv)
日夜兼程,Extended March,,,旅行 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%97%85%E8%A1%8C%201b3d619a067b806e9a3ccefc6c3d7411.csv)
站立,Standing,扩展,,姿势 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A7%BF%E5%8A%BF%201b3d619a067b8047aba0ea5cdf73db89.csv)
蹲伏,Crouching,扩展,,姿势 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A7%BF%E5%8A%BF%201b3d619a067b8047aba0ea5cdf73db89.csv)
坐姿,Sitting,扩展,,姿势 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A7%BF%E5%8A%BF%201b3d619a067b8047aba0ea5cdf73db89.csv)
倒地,Downed,扩展,卧倒 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8D%A7%E5%80%92%201b3d619a067b8035b22bc351120261dc.csv),姿势 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A7%BF%E5%8A%BF%201b3d619a067b8047aba0ea5cdf73db89.csv)
卧倒,Lying,,,倒地 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%80%92%E5%9C%B0%201b3d619a067b808fafc8c6969c904b96.csv)
近战攻击,Melee Attacks,,,武器攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%E6%94%BB%E5%87%BB%201b4d619a067b8029b0ffd6b299c9ec5b.csv)
远程攻击,Ranged Attacks,,丢掷 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%A2%E6%8E%B7%201b6d619a067b80d3933ddcb34e1b3ead.csv),武器攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%E6%94%BB%E5%87%BB%201b4d619a067b8029b0ffd6b299c9ec5b.csv)
攻击范围,Attack Range,,"过近攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%BF%87%E8%BF%91%E6%94%BB%E5%87%BB%201bdd619a067b8035899ae1eb2e6036bf.csv), 超距攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%B6%85%E8%B7%9D%E6%94%BB%E5%87%BB%201b4d619a067b8011a35ac6431be18e14.csv)",武器攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%A6%E5%99%A8%E6%94%BB%E5%87%BB%201b4d619a067b8029b0ffd6b299c9ec5b.csv)
超距攻击,Out-of-distant Attack,,,攻击范围 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E5%87%BB%E8%8C%83%E5%9B%B4%201b4d619a067b803c995de1c713f7878d.csv)
穿透,Penetration,,,防护减免 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%98%B2%E6%8A%A4%E5%87%8F%E5%85%8D%201b4d619a067b80d9bcddf74f59410326.csv)
混合攻击,Mixed Attack,,,攻击类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E5%87%BB%E7%B1%BB%E5%9E%8B%201b4d619a067b808fb1a6fdd528e09d5e.csv)
物理攻击,Physical Attack,,,攻击类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E5%87%BB%E7%B1%BB%E5%9E%8B%201b4d619a067b808fb1a6fdd528e09d5e.csv)
侵蚀攻击,Erosive Attack,,,攻击类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E5%87%BB%E7%B1%BB%E5%9E%8B%201b4d619a067b808fb1a6fdd528e09d5e.csv)
灵异攻击,Occult Attack,,,攻击类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E5%87%BB%E7%B1%BB%E5%9E%8B%201b4d619a067b808fb1a6fdd528e09d5e.csv)
真实攻击,Raw Attack,,,攻击类型 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E5%87%BB%E7%B1%BB%E5%9E%8B%201b4d619a067b808fb1a6fdd528e09d5e.csv)
格挡,Parrying,,,防御 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%98%B2%E5%BE%A1%201b4d619a067b80c1b469edf3fc8d5ea0.csv)
闪避,Dodging,,,防御 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%98%B2%E5%BE%A1%201b4d619a067b80c1b469edf3fc8d5ea0.csv)
抵抗,Nullifying,,,防御 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%98%B2%E5%BE%A1%201b4d619a067b80c1b469edf3fc8d5ea0.csv)
额外伤害,Additional Damage,,,造成伤害 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%80%A0%E6%88%90%E4%BC%A4%E5%AE%B3%201b4d619a067b8092a3a9d4c4494aea00.csv)
致命一击,Coup de Grâce,,,死亡 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%BB%E4%BA%A1%201b4d619a067b809988d9f10a205eb317.csv)
寿终正寝,Natural Death,,,死亡 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%BB%E4%BA%A1%201b4d619a067b809988d9f10a205eb317.csv)
复活,Reviving,,,死亡 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%AD%BB%E4%BA%A1%201b4d619a067b809988d9f10a205eb317.csv)
进食,Feeding,扩展,食用 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A3%9F%E7%94%A8%201b4d619a067b80248b00c209dab715fe.csv),补给 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%A5%E7%BB%99%201b4d619a067b80af8498c52f7b266b26.csv)
食用,Eating,扩展,,进食 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%BF%9B%E9%A3%9F%201b4d619a067b80d88662c0771da52fa7.csv)
饮水,Ingesting,扩展,饮用 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%AE%E7%94%A8%201b4d619a067b80dba658f1da6870ce81.csv),补给 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%A5%E7%BB%99%201b4d619a067b80af8498c52f7b266b26.csv)
饮用,Drinking,,,饮水 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%A5%AE%E6%B0%B4%201b4d619a067b80959c3be0132ac8c957.csv)
睡眠,Sleeping,扩展,苏醒 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%8B%8F%E9%86%92%201b4d619a067b80a481ede83725c8aebd.csv),补给 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%A5%E7%BB%99%201b4d619a067b80af8498c52f7b266b26.csv)
苏醒,Waking up,扩展,,睡眠 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%9D%A1%E7%9C%A0%201b4d619a067b8055b62bfe5badddc625.csv)
饥饿,Hunger,扩展,,补给 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%A5%E7%BB%99%201b4d619a067b80af8498c52f7b266b26.csv)
干渴,Thirst,扩展,,补给 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%A5%E7%BB%99%201b4d619a067b80af8498c52f7b266b26.csv)
困乏,Exhaustion,扩展,,补给 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%A1%A5%E7%BB%99%201b4d619a067b80af8498c52f7b266b26.csv)
潜能奖励,Potentiality Rewards,,,胜利 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%83%9C%E5%88%A9%201b4d619a067b8023b88ccb0f41aaa534.csv)
战利品,Loots,,随机战利品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%9A%8F%E6%9C%BA%E6%88%98%E5%88%A9%E5%93%81%201b9d619a067b807cb8b4ff7f153ef2ab.csv),胜利 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%83%9C%E5%88%A9%201b4d619a067b8023b88ccb0f41aaa534.csv)
逃跑,Fleeing,,,失败 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A4%B1%E8%B4%A5%201b4d619a067b80658821d30497773be3.csv)
追杀,Pursuing,,,失败 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A4%B1%E8%B4%A5%201b4d619a067b80658821d30497773be3.csv)
摧毁,Destroying Objects,扩展,,耐久 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%80%90%E4%B9%85%201b4d619a067b80aab4a5e1c2fbe8bf5b.csv)
耐久,Integrity,扩展,"破坏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A0%B4%E5%9D%8F%201b4d619a067b802fa8e3d4217eea97fb.csv), 摧毁 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%91%A7%E6%AF%81%201b4d619a067b80e285bcecc8c3d8e5f0.csv), 修复 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BF%AE%E5%A4%8D%201c7d619a067b804b8031f137fbf69fe2.csv)",物体 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E4%BD%93%201c7d619a067b808289caf9dde07e1eca.csv)
物体防护,Protection for Objects,扩展,,物体 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E4%BD%93%201c7d619a067b808289caf9dde07e1eca.csv)
溺水,Drowning,扩展,"窒息 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%AA%92%E6%81%AF%201b4d619a067b80f8b0b1f2c49af1479a.csv), 屏息 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%B1%8F%E6%81%AF%201b4d619a067b802086e5ce9bbe8f4bcc.csv)",危险环境 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8D%B1%E9%99%A9%E7%8E%AF%E5%A2%83%201b4d619a067b8028812bc116e4b50db8.csv)
窒息,Suffocation,扩展,,溺水 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%BA%BA%E6%B0%B4%201b4d619a067b800a9357d86c125290e8.csv)
屏息,Holding Breath,,,溺水 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%BA%BA%E6%B0%B4%201b4d619a067b800a9357d86c125290e8.csv)
流沙,Quicksand,扩展,,危险环境 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8D%B1%E9%99%A9%E7%8E%AF%E5%A2%83%201b4d619a067b8028812bc116e4b50db8.csv)
泥沼,Bog,扩展,,危险环境 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8D%B1%E9%99%A9%E7%8E%AF%E5%A2%83%201b4d619a067b8028812bc116e4b50db8.csv)
腐蚀液,Erodent,扩展,,危险环境 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8D%B1%E9%99%A9%E7%8E%AF%E5%A2%83%201b4d619a067b8028812bc116e4b50db8.csv)
沸水,Boiling Liquid,扩展,,危险环境 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8D%B1%E9%99%A9%E7%8E%AF%E5%A2%83%201b4d619a067b8028812bc116e4b50db8.csv)
熔岩,Lava,扩展,,危险环境 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8D%B1%E9%99%A9%E7%8E%AF%E5%A2%83%201b4d619a067b8028812bc116e4b50db8.csv)
严寒,Freezing,扩展,冻伤 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%86%BB%E4%BC%A4%201b4d619a067b80c5b6d7d61b33117772.csv),危险环境 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8D%B1%E9%99%A9%E7%8E%AF%E5%A2%83%201b4d619a067b8028812bc116e4b50db8.csv)
冻伤,Frostbite,扩展,,严寒 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%A5%E5%AF%92%201b4d619a067b8031b2ffefe79b81a902.csv)
炎热,Torridity,扩展,中暑 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%B8%AD%E6%9A%91%201b4d619a067b809e89e4fe87809c8b23.csv),危险环境 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%8D%B1%E9%99%A9%E7%8E%AF%E5%A2%83%201b4d619a067b8028812bc116e4b50db8.csv)
中暑,Heat Exhaustion,,,炎热 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%82%8E%E7%83%AD%201b4d619a067b80058c4ee33842410124.csv)
行动,Actions,,"战术行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%88%98%E6%9C%AF%E8%A1%8C%E5%8A%A8%201b3d619a067b8051b6eaffd160aee01c.csv), 应对行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%BA%94%E5%AF%B9%E8%A1%8C%E5%8A%A8%201b3d619a067b80b1ad0bf551ab8120e2.csv), 附加行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%99%84%E5%8A%A0%E8%A1%8C%E5%8A%A8%201b3d619a067b808aba32f87c5cab4efb.csv)",瞬息过程 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%9E%AC%E6%81%AF%E8%BF%87%E7%A8%8B%201b3d619a067b80aaa52efa8a891fe3ad.csv)
充分休息,Full resting,,,休息 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BC%91%E6%81%AF%201b4d619a067b8047a261d7edd6bb5433.csv)
感知,Perceiving,,,感知与潜藏 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%84%9F%E7%9F%A5%E4%B8%8E%E6%BD%9C%E8%97%8F%201b3d619a067b80abaa16dc6178d8ae0b.csv)
丢掷,Throwing,,,远程攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%BF%9C%E7%A8%8B%E6%94%BB%E5%87%BB%201b4d619a067b805f8c27e6cffc369b74.csv)
完全防御,Perfect Defense,,,防御 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%98%B2%E5%BE%A1%201b4d619a067b80c1b469edf3fc8d5ea0.csv)
行动失败,Action Fail,,,时间与行动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%97%B6%E9%97%B4%E4%B8%8E%E8%A1%8C%E5%8A%A8%201b3d619a067b80209027d388b1ab4250.csv)
阻挡移动,Obstruction,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
平手,Tie,,,对抗 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%AF%B9%E6%8A%97%201b3d619a067b80aa97d4c2a5907023af.csv)
随机战利品,Random Loots,,,战利品 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%88%98%E5%88%A9%E5%93%81%201b4d619a067b80d783a8f5394ea87e1e.csv)
掌握能力,Master,,,获得能力 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%8E%B7%E5%BE%97%E8%83%BD%E5%8A%9B%201b3d619a067b8027ba38e2c1caf9d84b.csv)
借助,Exerting,,,使用 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E4%BD%BF%E7%94%A8%201b3d619a067b80bbbbacd6817c707325.csv)
过近攻击,Close-range Penalty,,,攻击范围 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E5%87%BB%E8%8C%83%E5%9B%B4%201b4d619a067b803c995de1c713f7878d.csv)
初始潜能,Initial Potentiality,,,潜能 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%BD%9C%E8%83%BD%201b3d619a067b80c2bdb4c721adc30021.csv)
感知方式（不擅）,Perception(Poor),,,感知方式 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%84%9F%E7%9F%A5%E6%96%B9%E5%BC%8F%201b3d619a067b80318648d2e483320f66.csv)
移动方式（不擅）,Mobility(Poor),,,移动方式 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%E6%96%B9%E5%BC%8F%201b3d619a067b8086b569e829af344412.csv)
破坏,Breaking Objects,扩展,,耐久 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%80%90%E4%B9%85%201b4d619a067b80aab4a5e1c2fbe8bf5b.csv)
修复,Repairing Objects,扩展,,耐久 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E8%80%90%E4%B9%85%201b4d619a067b80aab4a5e1c2fbe8bf5b.csv)
传送,Teleportation,,,移动 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%A7%BB%E5%8A%A8%201b3d619a067b80a4a587d4f966ce6b79.csv)
效果,Effects,,"生效 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%94%9F%E6%95%88%201ced619a067b80a89456fe68ae632670.csv), 失效 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E5%A4%B1%E6%95%88%201ced619a067b8070a0ebe7138004cdce.csv)",简介 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%AE%80%E4%BB%8B%201b3d619a067b8013924acffdef02e737.csv)
生效,Taking Effects,,,效果 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%95%88%E6%9E%9C%201ced619a067b80929de8f2cc0076ad64.csv)
失效,Losing Effects,,,效果 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%95%88%E6%9E%9C%201ced619a067b80929de8f2cc0076ad64.csv)
多段攻击,Multiple Attacks,,,攻击 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E6%94%BB%E5%87%BB%201b5d619a067b80ab8482e091a267f3f3.csv)
随机物资,Random Collectibles,,,物资 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%89%A9%E8%B5%84%201d2d619a067b80cbbd6fd122d66cfca7.csv)
物资,Collectibles,,随机物资 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E9%9A%8F%E6%9C%BA%E7%89%A9%E8%B5%84%201d3d619a067b80788e65cc52151b8dd3.csv),环境要素 (%E8%A7%84%E5%88%99%E5%BA%93%201b3d619a067b8045bba2c47cb15f5c88/%E7%8E%AF%E5%A2%83%E8%A6%81%E7%B4%A0%201b4d619a067b800bbe9ad43d1653d66a.csv)
